"Phi","P","variable","value","SE"
".70",".01","Resident",0,0
".70",".1","Resident",0,0
".70",".2","Resident",0,0
".70",".3","Resident",0,0
".70",".4","Resident",0.000101020408163265,0.000710742307965743
".70",".5","Resident",0,0
".70",".6","Resident",7.82805845767333e-05,0.000550734318359547
".70",".7","Resident",7.53319713993871e-05,0.000529988990532185
".70",".8","Resident",7.31263869950001e-05,0.00051446436681296
".70",".9","Resident",3.46020761245675e-05,0.000346020761245675
".70","1","Resident",6.66666666666667e-05,0.000469017647120966
".75",".01","Resident",0,0
".75",".1","Resident",0,0
".75",".2","Resident",0,0
".75",".3","Resident",0,0
".75",".4","Resident",0.000191393439475281,0.00117241898600883
".75",".5","Resident",0.000209250843266484,0.000916804877599599
".75",".6","Resident",0.000311289735070211,0.00106123733784348
".75",".7","Resident",0.000335773996830941,0.00119285197355386
".75",".8","Resident",0.000357043498417142,0.00107679401422067
".75",".9","Resident",0.000446530133233138,0.00126222891250867
".75","1","Resident",0.000666666666666667,0.00149822191658498
".80",".01","Resident",0,0
".80",".1","Resident",0,0
".80",".2","Resident",0.000125004883003242,0.000879459968550783
".80",".3","Resident",0.000145838205420971,0.000834055269953489
".80",".4","Resident",0.000178718662246043,0.000880330562605492
".80",".5","Resident",0.00142721557206205,0.00235070198666677
".80",".6","Resident",0.0014172128823894,0.00221426946092077
".80",".7","Resident",0.00244231526231009,0.00265943532698771
".80",".8","Resident",0.00190513502495864,0.0023752684123855
".80",".9","Resident",0.00218952384122249,0.00286105869714205
".80","1","Resident",0.00246666666666667,0.00274710336170851
".85",".01","Resident",0,0
".85",".1","Resident",0,0
".85",".2","Resident",5.3475935828877e-05,0.00053475935828877
".85",".3","Resident",0.000912766091379707,0.00215702397498214
".85",".4","Resident",0.00242800066314085,0.00320024361211918
".85",".5","Resident",0.00348466733839799,0.00337394219183908
".85",".6","Resident",0.0057607099646122,0.00450079835049057
".85",".7","Resident",0.00652674147915936,0.00527357878805937
".85",".8","Resident",0.00782991044476355,0.00504844945873513
".85",".9","Resident",0.00873020169799503,0.00518912824372521
".85","1","Resident",0.00783333333333333,0.00502239652866374
".90",".01","Resident",0,0
".90",".1","Resident",0,0
".90",".2","Resident",0.000704953918503261,0.00202726460672967
".90",".3","Resident",0.00508686442563801,0.00412424960728496
".90",".4","Resident",0.0114035170167611,0.00690937245744435
".90",".5","Resident",0.0200191234346199,0.00801410863423242
".90",".6","Resident",0.0263892879134221,0.0087812142596732
".90",".7","Resident",0.0283128254140713,0.00897968373413112
".90",".8","Resident",0.0342815693353541,0.0102217234769095
".90",".9","Resident",0.0341180224252794,0.0103964051818492
".90","1","Resident",0.0333,0.0107777777777778
".95",".01","Resident",0,0
".95",".1","Resident",6.13496932515337e-05,0.000613496932515337
".95",".2","Resident",0.00188363407788864,0.00296440155212534
".95",".3","Resident",0.0143652814486662,0.0071901385165573
".95",".4","Resident",0.0494252044486394,0.0140241822346553
".95",".5","Resident",0.0788841604778504,0.0165724777721521
".95",".6","Resident",0.0857200697914382,0.0174108013205711
".95",".7","Resident",0.111050315276823,0.0192924902166462
".95",".8","Resident",0.1176204662327,0.020337824972842
".95",".9","Resident",0.122346636315369,0.0180293847421544
".95","1","Resident",0.121833333333333,0.0190420115603597
"1",".01","Resident",0,0
"1",".1","Resident",0.000124725424645975,0.000713492159688545
"1",".2","Resident",0.0139017953586569,0.00748397708484061
"1",".3","Resident",0.0723471864970792,0.0142580593176805
"1",".4","Resident",0.21230583939719,0.0237125359167187
"1",".5","Resident",0.263597399463032,0.0248677800832034
"1",".6","Resident",0.343225903495706,0.0271033623896018
"1",".7","Resident",0.32789629082454,0.0318118279958115
"1",".8","Resident",0.386270894366964,0.0306864921670084
"1",".9","Resident",0.395964609739836,0.0305148892166697
"1","1","Resident",0.398533333333333,0.022713360500597
